track_id,name,artist,genre,duration_ms,danceability,energy,loudness,speechiness,valence,tempo
Billy Preston - Nothing From Nothing (1974)  TopPop,nothing from nothing (1974)  toppop,billy preston,,151556,1.41159617901,0.877713382244,-7.337197065360002,0.0728943347931,0,103.681152344
Justin Bieber - Baby ft. Ludacris,baby ft. ludacris,justin bieber,,219103,1.35071635246,0.944547772408,-3.327133655520001,0.0659037902951,0,129.933364868
Lana Del Rey - Summertime Sadness (Official Music Video),summertime sadness (official music video),lana del rey,,265450,1.05844521523,0.749634504318,-15.021929740919994,0.0439041443169,0,111.840827942
